2025-03-31 14:27:48,sariyer_to_istanbul,12 saat,€54.98,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,sariyer_to_istanbul,12 saat,€58.61,Bodrum Luxury Travel,Executive (Mercedes Benz E-Class or similar)
2025-03-31 14:27:48,sariyer_to_istanbul,12 saat,€82.47,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,sariyer_to_istanbul,12 saat,€147.37,World Transfer (acting as agent for local supplier),Luxury (Mercedes Benz S-Class or similar)
2025-03-31 14:27:48,istanbul_to_eyup,4 saat,€46.74,Welcome PickUps,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,istanbul_to_eyup,4 saat,€59.51,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,istanbul_to_eyup,4 saat,€60.84,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,istanbul_to_eyup,4 saat,€63.54,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,istanbul_to_eyup,4 saat,€137.45,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,istanbul_to_eyup,8 saat,€46.74,Welcome PickUps,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,istanbul_to_eyup,8 saat,€54.12,Bizim Transfer,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,istanbul_to_eyup,8 saat,€54.12,Bizim Transfer,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,istanbul_to_eyup,8 saat,€66.22,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,istanbul_to_eyup,8 saat,€112.4,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,istanbul_to_eyup,10 saat,€46.74,Welcome PickUps,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,istanbul_to_eyup,10 saat,€54.01,Bodrum Luxury Travel,Electric Standard (Electric Standard Vehicle)
2025-03-31 14:27:48,istanbul_to_eyup,10 saat,€54.12,Bizim Transfer,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,istanbul_to_eyup,10 saat,€57.17,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,istanbul_to_eyup,10 saat,€68.73,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,istanbul_to_eyup,10 saat,€123,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,istanbul_to_eyup,12 saat,€39.43,World Transfer (acting as agent for local supplier),Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,istanbul_to_eyup,12 saat,€53.31,World Transfer (acting as agent for local supplier),Executive (Mercedes Benz E-Class or similar)
2025-03-31 14:27:48,istanbul_to_eyup,12 saat,€54.12,Bizim Transfer,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,istanbul_to_eyup,12 saat,€59.51,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,istanbul_to_eyup,12 saat,€60.42,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,istanbul_to_eyup,12 saat,€65.03,Transferz,Electric Standard (Electric Standard Vehicle)
2025-03-31 14:27:48,istanbul_to_eyup,12 saat,€81.98,Transferz,Minibus (Renault Master or similar)
2025-03-31 14:27:48,istanbul_to_eyup,12 saat,€134.57,Transferz,Luxury (Mercedes Benz S-Class or similar)
2025-03-31 14:27:48,istanbul_to_eyup,12 saat,€175.25,Transferz,Electric Luxury (Electric Luxury Vehicle)
2025-03-31 14:27:48,eyup_to_istanbul,4 saat,€46.68,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,eyup_to_istanbul,4 saat,€64.94,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,eyup_to_istanbul,4 saat,€64.94,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,eyup_to_istanbul,4 saat,€64.94,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,eyup_to_istanbul,4 saat,€109.96,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,eyup_to_istanbul,8 saat,€46.68,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,eyup_to_istanbul,8 saat,€48.78,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,eyup_to_istanbul,8 saat,€49.89,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,eyup_to_istanbul,8 saat,€54.1,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,eyup_to_istanbul,8 saat,€94.96,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,eyup_to_istanbul,10 saat,€46.72,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,eyup_to_istanbul,10 saat,€48.62,Rimo Tours,Electric Standard (Electric Standard Vehicle)
2025-03-31 14:27:48,eyup_to_istanbul,10 saat,€52.98,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,eyup_to_istanbul,10 saat,€54.1,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,eyup_to_istanbul,10 saat,€54.1,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,eyup_to_istanbul,10 saat,€94.96,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,eyup_to_istanbul,12 saat,€42.99,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,eyup_to_istanbul,12 saat,€46.49,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,eyup_to_istanbul,12 saat,€46.62,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,eyup_to_istanbul,12 saat,€49.69,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,eyup_to_istanbul,12 saat,€58.46,Bodrum Luxury Travel,Executive (Mercedes Benz E-Class or similar)
2025-03-31 14:27:48,eyup_to_istanbul,12 saat,€65.03,Transferz,Electric Standard (Electric Standard Vehicle)
2025-03-31 14:27:48,eyup_to_istanbul,12 saat,€79.75,Transferz,Minibus (Renault Master or similar)
2025-03-31 14:27:48,eyup_to_istanbul,12 saat,€137.94,Transferz,Luxury (Mercedes Benz S-Class or similar)
2025-03-31 14:27:48,eyup_to_istanbul,12 saat,€175.25,Transferz,Electric Luxury (Electric Luxury Vehicle)
2025-03-31 14:27:48,istanbul_to_kanyon,4 saat,€50.43,Welcome PickUps,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,istanbul_to_kanyon,4 saat,€59.35,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,istanbul_to_kanyon,4 saat,€60.74,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,istanbul_to_kanyon,4 saat,€60.81,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,istanbul_to_kanyon,4 saat,€134.69,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,istanbul_to_kanyon,8 saat,€50.43,Welcome PickUps,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,istanbul_to_kanyon,8 saat,€58.73,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,istanbul_to_kanyon,8 saat,€60.74,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,istanbul_to_kanyon,8 saat,€60.74,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,istanbul_to_kanyon,8 saat,€129.91,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,istanbul_to_kanyon,10 saat,€50.43,Welcome PickUps,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,istanbul_to_kanyon,10 saat,€58.73,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,istanbul_to_kanyon,10 saat,€60.74,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,istanbul_to_kanyon,10 saat,€60.74,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,istanbul_to_kanyon,10 saat,€130.53,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,istanbul_to_kanyon,12 saat,€38.75,World Transfer (acting as agent for local supplier),Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,istanbul_to_kanyon,12 saat,€40.58,World Transfer (acting as agent for local supplier),People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,istanbul_to_kanyon,12 saat,€49.75,World Transfer (acting as agent for local supplier),Executive (Mercedes Benz E-Class or similar)
2025-03-31 14:27:48,istanbul_to_kanyon,12 saat,€60.74,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,istanbul_to_kanyon,12 saat,€60.74,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,istanbul_to_kanyon,12 saat,€68.66,Transferz,Electric Standard (Electric Standard Vehicle)
2025-03-31 14:27:48,istanbul_to_kanyon,12 saat,€81.98,Transferz,Minibus (Renault Master or similar)
2025-03-31 14:27:48,istanbul_to_kanyon,12 saat,€135.07,Transferz,Luxury (Mercedes Benz S-Class or similar)
2025-03-31 14:27:48,istanbul_to_kanyon,12 saat,€175.25,Transferz,Electric Luxury (Electric Luxury Vehicle)
2025-03-31 14:27:48,kanyon_to_istanbul,4 saat,€47.36,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,kanyon_to_istanbul,4 saat,€47.36,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,kanyon_to_istanbul,4 saat,€48.65,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,kanyon_to_istanbul,4 saat,€50.41,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,kanyon_to_istanbul,4 saat,€104.43,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,kanyon_to_istanbul,8 saat,€45.39,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,kanyon_to_istanbul,8 saat,€45.52,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,kanyon_to_istanbul,8 saat,€46.49,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,kanyon_to_istanbul,8 saat,€48.65,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,kanyon_to_istanbul,8 saat,€100.86,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,kanyon_to_istanbul,10 saat,€45.39,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,kanyon_to_istanbul,10 saat,€45.52,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,kanyon_to_istanbul,10 saat,€46.49,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,kanyon_to_istanbul,10 saat,€48.65,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,kanyon_to_istanbul,10 saat,€100.86,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,kanyon_to_istanbul,12 saat,€37.33,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,kanyon_to_istanbul,12 saat,€41.19,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,kanyon_to_istanbul,12 saat,€41.19,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,kanyon_to_istanbul,12 saat,€48.65,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,kanyon_to_istanbul,12 saat,€54.7,Bodrum Luxury Travel,Executive (Mercedes Benz E-Class or similar)
2025-03-31 14:27:48,kanyon_to_istanbul,12 saat,€68.66,Transferz,Electric Standard (Electric Standard Vehicle)
2025-03-31 14:27:48,kanyon_to_istanbul,12 saat,€81.98,Transferz,Minibus (Renault Master or similar)
2025-03-31 14:27:48,kanyon_to_istanbul,12 saat,€137.94,Transferz,Luxury (Mercedes Benz S-Class or similar)
2025-03-31 14:27:48,kanyon_to_istanbul,12 saat,€175.25,Transferz,Electric Luxury (Electric Luxury Vehicle)
2025-03-31 14:27:48,istanbul_to_bebek,4 saat,€50.43,Welcome PickUps,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,istanbul_to_bebek,4 saat,€69.19,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,istanbul_to_bebek,4 saat,€69.19,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,istanbul_to_bebek,4 saat,€84,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,istanbul_to_bebek,4 saat,€151.22,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,istanbul_to_bebek,8 saat,€50.43,Welcome PickUps,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,istanbul_to_bebek,8 saat,€56.58,Bizim Transfer,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,istanbul_to_bebek,8 saat,€56.58,Bizim Transfer,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,istanbul_to_bebek,8 saat,€74.88,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,istanbul_to_bebek,8 saat,€122.46,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,istanbul_to_bebek,10 saat,€50.43,Welcome PickUps,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,istanbul_to_bebek,10 saat,€56.58,Bizim Transfer,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,istanbul_to_bebek,10 saat,€56.58,Bizim Transfer,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,istanbul_to_bebek,10 saat,€74.88,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,istanbul_to_bebek,10 saat,€122.46,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,istanbul_to_bebek,12 saat,€35.53,World Transfer (acting as agent for local supplier),Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,istanbul_to_bebek,12 saat,€40.86,World Transfer (acting as agent for local supplier),People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,istanbul_to_bebek,12 saat,€56.58,Bizim Transfer,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,istanbul_to_bebek,12 saat,€58.62,World Transfer (acting as agent for local supplier),Executive (Mercedes Benz E-Class or similar)
2025-03-31 14:27:48,istanbul_to_bebek,12 saat,€74.96,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,istanbul_to_bebek,12 saat,€81.98,Transferz,Minibus (Renault Master or similar)
2025-03-31 14:27:48,istanbul_to_bebek,12 saat,€137.94,Transferz,Electric Standard (Electric Standard Vehicle)
2025-03-31 14:27:48,istanbul_to_bebek,12 saat,€138.85,Transferz,Luxury (Mercedes Benz S-Class or similar)
2025-03-31 14:27:48,bebek_to_istanbul,4 saat,€50.37,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,bebek_to_istanbul,4 saat,€59.5,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,bebek_to_istanbul,4 saat,€60.48,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,bebek_to_istanbul,4 saat,€62.67,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,bebek_to_istanbul,4 saat,€109.96,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,bebek_to_istanbul,8 saat,€49.94,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,bebek_to_istanbul,8 saat,€53.81,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,bebek_to_istanbul,8 saat,€53.81,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,bebek_to_istanbul,8 saat,€59.9,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,bebek_to_istanbul,8 saat,€99.32,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,bebek_to_istanbul,10 saat,€49.94,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,bebek_to_istanbul,10 saat,€53.81,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,bebek_to_istanbul,10 saat,€53.81,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,bebek_to_istanbul,10 saat,€59.9,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,bebek_to_istanbul,10 saat,€99.32,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,bebek_to_istanbul,12 saat,€38.03,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,bebek_to_istanbul,12 saat,€44.83,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,bebek_to_istanbul,12 saat,€53.86,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,bebek_to_istanbul,12 saat,€58.62,World Transfer (acting as agent for local supplier),Executive (Mercedes Benz E-Class or similar)
2025-03-31 14:27:48,bebek_to_istanbul,12 saat,€59.9,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,bebek_to_istanbul,12 saat,€81.98,Transferz,Minibus (Renault Master or similar)
2025-03-31 14:27:48,bebek_to_istanbul,12 saat,€134.51,Transferz,Luxury (Mercedes Benz S-Class or similar)
2025-03-31 14:27:48,bebek_to_istanbul,12 saat,€137.94,Transferz,Electric Standard (Electric Standard Vehicle)
2025-03-31 14:27:48,istanbul_to_tarabya,4 saat,€50.43,Welcome PickUps,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,istanbul_to_tarabya,4 saat,€103.01,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,istanbul_to_tarabya,4 saat,€103.01,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,istanbul_to_tarabya,4 saat,€122.99,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,istanbul_to_tarabya,4 saat,€129.15,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,istanbul_to_tarabya,8 saat,€50.43,Welcome PickUps,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,istanbul_to_tarabya,8 saat,€75.42,Bizim Transfer,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,istanbul_to_tarabya,8 saat,€75.42,Bizim Transfer,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,istanbul_to_tarabya,8 saat,€99.94,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,istanbul_to_tarabya,8 saat,€104.44,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,istanbul_to_tarabya,10 saat,€50.43,Welcome PickUps,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,istanbul_to_tarabya,10 saat,€75.42,Bizim Transfer,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,istanbul_to_tarabya,10 saat,€75.42,Bizim Transfer,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,istanbul_to_tarabya,10 saat,€76.65,Bizim Transfer,Minibus (Renault Master or similar)
2025-03-31 14:27:48,istanbul_to_tarabya,10 saat,€99.94,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,istanbul_to_tarabya,12 saat,€39.43,World Transfer (acting as agent for local supplier),Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,istanbul_to_tarabya,12 saat,€53.31,World Transfer (acting as agent for local supplier),Executive (Mercedes Benz E-Class or similar)
2025-03-31 14:27:48,istanbul_to_tarabya,12 saat,€62.18,World Transfer (acting as agent for local supplier),Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,istanbul_to_tarabya,12 saat,€68.66,Transferz,Electric Standard (Electric Standard Vehicle)
2025-03-31 14:27:48,istanbul_to_tarabya,12 saat,€73.36,World Transfer (acting as agent for local supplier),People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,istanbul_to_tarabya,12 saat,€76.65,Bizim Transfer,Minibus (Renault Master or similar)
2025-03-31 14:27:48,istanbul_to_tarabya,12 saat,€99.94,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,istanbul_to_tarabya,12 saat,€137.94,Transferz,Luxury (Mercedes Benz S-Class or similar)
2025-03-31 14:27:48,istanbul_to_tarabya,12 saat,€175.25,Transferz,Electric Luxury (Electric Luxury Vehicle)
2025-03-31 14:27:48,tarabya_to_istanbul,4 saat,€50.37,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,tarabya_to_istanbul,4 saat,€84.86,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,tarabya_to_istanbul,4 saat,€84.86,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,tarabya_to_istanbul,4 saat,€100.85,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,tarabya_to_istanbul,4 saat,€107,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,tarabya_to_istanbul,8 saat,€49.96,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,tarabya_to_istanbul,8 saat,€76.25,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,tarabya_to_istanbul,8 saat,€77.85,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,tarabya_to_istanbul,8 saat,€81.17,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,tarabya_to_istanbul,8 saat,€99.94,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,tarabya_to_istanbul,10 saat,€50.37,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,tarabya_to_istanbul,10 saat,€77.85,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,tarabya_to_istanbul,10 saat,€81.8,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,tarabya_to_istanbul,10 saat,€82.4,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,tarabya_to_istanbul,10 saat,€82.46,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,tarabya_to_istanbul,12 saat,€42.87,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,tarabya_to_istanbul,12 saat,€58.61,Bodrum Luxury Travel,Executive (Mercedes Benz E-Class or similar)
2025-03-31 14:27:48,tarabya_to_istanbul,12 saat,€68.17,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,tarabya_to_istanbul,12 saat,€68.66,Transferz,Electric Standard (Electric Standard Vehicle)
2025-03-31 14:27:48,tarabya_to_istanbul,12 saat,€73.36,World Transfer (acting as agent for local supplier),People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,tarabya_to_istanbul,12 saat,€82.4,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,tarabya_to_istanbul,12 saat,€82.4,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,tarabya_to_istanbul,12 saat,€137.94,Transferz,Luxury (Mercedes Benz S-Class or similar)
2025-03-31 14:27:48,tarabya_to_istanbul,12 saat,€175.25,Transferz,Electric Luxury (Electric Luxury Vehicle)
2025-03-31 14:27:48,istanbul_to_bagcilar,4 saat,€55.35,Welcome PickUps,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,istanbul_to_bagcilar,4 saat,€64.86,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,istanbul_to_bagcilar,4 saat,€66.24,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,istanbul_to_bagcilar,4 saat,€68.95,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,istanbul_to_bagcilar,4 saat,€142.96,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,istanbul_to_bagcilar,8 saat,€49.2,Bizim Transfer,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,istanbul_to_bagcilar,8 saat,€49.2,Bizim Transfer,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,istanbul_to_bagcilar,8 saat,€55.35,Welcome PickUps,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,istanbul_to_bagcilar,8 saat,€63.76,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,istanbul_to_bagcilar,8 saat,€124.97,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,istanbul_to_bagcilar,10 saat,€48.62,Rimo Tours,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 14:27:48,istanbul_to_bagcilar,10 saat,€48.62,Rimo Tours,Electric Standard (Electric Standard Vehicle)
2025-03-31 14:27:48,istanbul_to_bagcilar,10 saat,€49.2,Bizim Transfer,People Carrier (Peugeot 5008 or similar)
2025-03-31 14:27:48,istanbul_to_bagcilar,10 saat,€55.35,Welcome PickUps,Standard (Skoda Octavia or similar)
2025-03-31 14:27:48,istanbul_to_bagcilar,10 saat,€68.65,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 14:27:48,istanbul_to_bagcilar,10 saat,€124.51,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 14:27:48,istanbul_to_bagcilar,12 saat,€39.43,World Transfer (acting as agent for local supplier),Standard (Skoda Octavia or similar)
